Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount
BA,The Boeing Company,2020-11-16,11/16/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
V,Visa Inc.,2020-11-16,11/16/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2020-11-24,11/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2020-11-04,11/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BA,The Boeing Company,2020-11-09,11/09/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-11-04,11/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DAL,"Delta Air Lines, Inc.",2020-11-16,11/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-11-10,11/10/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SNPS,"Synopsys, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ARE,"Alexandria Real Estate Equities, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRVL,Marvell Technology Group Ltd.,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SWKS,"Skyworks Solutions, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ABBV,AbbVie Inc.,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FTNT,"Fortinet, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KEYS,"Keysight Technologies, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CTVA,"Corteva, Inc.",2020-11-20,11/20/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CRWD,"CrowdStrike Holdings, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DD,"DuPont de Nemours, Inc.",2020-11-20,11/20/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DOW,Dow Inc.,2020-11-20,11/20/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DDOG,"Datadog, Inc.",2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-11-20,11/20/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
GLW,Corning Incorporated,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
HAL,Halliburton Company,2020-11-20,11/20/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TMO,Thermo Fisher Scientific Inc.,2020-11-20,11/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FTV,Fortive Corporation (Exchanged) <br> Vontier Corporation (Received),2020-10-09,10/09/2020,EXCHANGE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WDAY,"Workday, Inc.",2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WDAY,"Workday, Inc.",2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WDAY,"Workday, Inc.",2020-10-16,10/16/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BBY,"Best Buy Co., Inc.",2020-10-13,10/13/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CB,Chubb Limited,2020-09-09,09/09/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
TT,Trane Technologies plc,2020-09-30,09/30/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
TT,Trane Technologies plc,2020-09-30,09/30/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-11,09/11/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-09-14,09/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-09-14,09/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-09-23,09/23/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BA,The Boeing Company,2020-09-04,09/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,Walmart Inc.,2020-09-04,09/04/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-09-17,09/17/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-09-14,09/14/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-11,09/11/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-09-09,09/09/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-09-04,09/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2020-09-04,09/04/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-09-04,09/04/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
NFLX,"Netflix, Inc.",2020-09-04,09/04/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-09-04,09/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-03,09/03/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-02,09/02/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
TSLA,"Tesla, Inc.",2020-09-01,09/01/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-09-04,09/04/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-09,09/09/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-09-04,09/04/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MSFT,Microsoft Corporation,2020-09-03,09/03/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-03,09/03/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-09-02,09/02/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AMZN,"Amazon.com, Inc.",2020-09-01,09/01/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-08-27,08/27/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
UPS,"United Parcel Service, Inc.",2020-08-25,08/25/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
FDX,FedEx Corporation,2020-08-25,08/25/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
KR,The Kroger Co.,2020-08-24,08/24/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
CLX,The Clorox Company,2020-08-24,08/24/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SBUX,Starbucks Corporation,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LOW,"Lowe's Companies, Inc.",2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
IBM,International Business Machines Corporation,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CMCSA,Comcast Corporation,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-19,08/19/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
VZ,Verizon Communications Inc.,2020-08-18,08/18/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SLB,Schlumberger Limited,2020-08-18,08/18/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
XOM,Exxon Mobil Corporation,2020-08-18,08/18/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2020-08-18,08/18/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2020-09-02,09/02/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2020-08-28,08/28/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-27,08/27/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TXN,Texas Instruments Incorporated,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp; Co.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
KO,The Coca-Cola Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-21,08/21/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ALL,The Allstate Corporation,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ABBV,AbbVie Inc.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
KR,The Kroger Co.,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVX,Chevron Corporation,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BRK-B,Berkshire Hathaway Inc.,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TXN,Texas Instruments Incorporated,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
OXY,Occidental Petroleum Corporation,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MPC,Marathon Petroleum Corporation,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp; Co.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COST,Costco Wholesale Corporation,2020-08-21,08/21/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
KO,The Coca-Cola Company,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BRK-B,Berkshire Hathaway Inc.,2020-08-21,08/21/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-21,08/21/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ALL,The Allstate Corporation,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ABBV,AbbVie Inc.,2020-08-21,08/21/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
KR,The Kroger Co.,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
USB,U.S. Bancorp,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
JNJ,Johnson &amp; Johnson,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
INTC,Intel Corporation,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GILD,"Gilead Sciences, Inc.",2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVS,CVS Health Corporation,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVX,Chevron Corporation,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2020-08-21,08/21/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ARE,"Alexandria Real Estate Equities, Inc.",2020-08-21,08/21/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-27,08/27/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
BA,The Boeing Company,2020-08-05,08/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,Walmart Inc.,2020-08-19,08/19/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BBY,"Best Buy Co., Inc.",2020-08-18,08/18/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-08-27,08/27/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
TSLA,"Tesla, Inc.",2020-08-03,08/03/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2020-08-03,08/03/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2020-07-31,07/31/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
NFLX,"Netflix, Inc.",2020-08-20,08/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-08-20,08/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-08-20,08/20/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-08-21,08/21/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
UPS,"United Parcel Service, Inc.",2020-08-21,08/21/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
FDX,FedEx Corporation,2020-08-21,08/21/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
T,AT&amp;T Inc.,2020-08-21,08/21/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
XOM,Exxon Mobil Corporation,2020-08-21,08/21/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
UPS,"United Parcel Service, Inc.",2020-08-19,08/19/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-08-19,08/19/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
KR,The Kroger Co.,2020-08-19,08/19/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
FDX,FedEx Corporation,2020-08-19,08/19/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
LOW,"Lowe's Companies, Inc.",2020-08-18,08/18/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DHI,"D.R. Horton, Inc.",2020-08-18,08/18/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
UPS,"United Parcel Service, Inc.",2020-08-17,08/17/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
UPS,"United Parcel Service, Inc.",2020-08-14,08/14/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PSA,Public Storage,2020-08-14,08/14/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
FDX,FedEx Corporation,2020-08-14,08/14/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
F,Ford Motor Company,2020-08-11,08/11/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DHI,"D.R. Horton, Inc.",2020-08-11,08/11/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2020-08-07,08/07/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
WDAY,"Workday, Inc.",2020-08-05,08/05/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PSA,Public Storage,2020-08-05,08/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
KR,The Kroger Co.,2020-08-05,08/05/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DHI,"D.R. Horton, Inc.",2020-08-05,08/05/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CLX,The Clorox Company,2020-08-05,08/05/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PSA,Public Storage,2020-08-04,08/04/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
KR,The Kroger Co.,2020-08-04,08/04/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KLAC,KLA Corporation,2020-08-04,08/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2020-08-04,08/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MAR,"Marriott International, Inc.",2020-08-03,08/03/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
INTC,Intel Corporation,2020-08-03,08/03/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-07-31,07/31/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-07-30,07/30/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
ICE,"Intercontinental Exchange, Inc.",2020-07-22,07/22/2020,SALE (PARTIAL),"$5,000,001 - $25,000,000",Senator,5000001,25000000,15000000.5
GE,General Electric Company,2019-05-16,05/16/2019,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TROW,"T. Rowe Price Group, Inc.",2020-07-15,07/15/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PLD,"Prologis, Inc.",2020-07-15,07/15/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
IBM,International Business Machines Corporation,2019-07-05,07/05/2019,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
IBM,International Business Machines Corporation,2019-07-05,07/05/2019,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2020-07-07,07/07/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2020-07-07,07/07/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TGT,Target Corporation,2020-07-06,07/06/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NOC,Northrop Grumman Corporation,2020-07-02,07/02/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
BA,The Boeing Company,2020-07-02,07/02/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MA,Mastercard Incorporated,2020-07-02,07/02/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
BA,The Boeing Company,2020-07-27,07/27/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-07-15,07/15/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2020-07-13,07/13/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,Walmart Inc.,2020-07-02,07/02/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
C,Citigroup Inc.,2020-07-09,07/09/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
RMD,ResMed Inc.,2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LMT,Lockheed Martin Corporation,2020-07-09,07/09/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SWKS,"Skyworks Solutions, Inc.",2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ABBV,AbbVie Inc.,2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
IRM,Iron Mountain Incorporated,2020-07-09,07/09/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LHX,"L3Harris Technologies, Inc.",2020-07-09,07/09/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
APO,"Apollo Global Management, Inc.",2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-07-09,07/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2020-07-09,07/09/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TSN,"Tyson Foods, Inc.",2020-07-09,07/09/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
STX,Seagate Technology plc,2020-07-02,07/02/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-07-02,07/02/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
STX,Seagate Technology plc,2020-07-06,07/06/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AMZN,"Amazon.com, Inc.",2020-07-06,07/06/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-07-06,07/06/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
KLAC,KLA Corporation,2020-07-06,07/06/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-07-06,07/06/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-07-06,07/06/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-07-13,07/13/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
CAT,Caterpillar Inc.,2020-07-13,07/13/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
COST,Costco Wholesale Corporation,2020-07-13,07/13/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
F,Ford Motor Company,2020-07-13,07/13/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-07-15,07/15/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-07-20,07/20/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-07-23,07/23/2020,PURCHASE,"$100,001 - $250,000",Senator,100001,250000,175000.5
GOOG,Alphabet Inc.,2020-07-27,07/27/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-07-27,07/27/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DHI,"D.R. Horton, Inc.",2020-07-28,07/28/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-07-15,07/15/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-07-15,07/15/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WFC,Wells Fargo &amp; Company,2020-06-25,06/25/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-06-26,06/26/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BA,The Boeing Company,2020-06-30,06/30/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BA,The Boeing Company,2020-06-05,06/05/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AMZN,"Amazon.com, Inc.",2020-06-30,06/30/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-06-26,06/26/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-06-26,06/26/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-06-26,06/26/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2020-06-26,06/26/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-06-26,06/26/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
