Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount
BAC,Bank of America Corporation,2016-04-14,04/14/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2016-04-14,04/14/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-04-14,04/14/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KO,The Coca-Cola Company,2016-04-11,04/11/2016,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2016-04-07,04/07/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-30,03/30/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2015-06-16,06/16/2015,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SYF,Synchrony Financial,2016-04-21,04/21/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
C,Citigroup Inc.,2016-04-13,04/13/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2016-03-22,03/22/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MET,"MetLife, Inc.",2016-03-24,03/24/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2016-03-01,03/01/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CVS,CVS Health Corporation,2016-03-01,03/01/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
HD,"The Home Depot, Inc.",2016-03-24,03/24/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2016-03-24,03/24/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LRCX,Lam Research Corporation,2016-03-24,03/24/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-28,03/28/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2016-03-22,03/22/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
HAL,Halliburton Company,2016-03-22,03/22/2016,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MA,MasterCard Incorporated,2016-03-22,03/22/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-21,03/21/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-18,03/18/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-15,03/15/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-14,03/14/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-11,03/11/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-10,03/10/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-08,03/08/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-07,03/07/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-07,03/07/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-03-04,03/04/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GS,"The Goldman Sachs Group, Inc.",2016-02-25,02/25/2016,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
OKE,ONEOK Inc.,2016-02-25,02/25/2016,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
IVZ,Invesco Ltd.,2016-03-07,03/07/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
PRU,"Prudential Financial, Inc.",2016-03-07,03/07/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GOOG,Alphabet Inc.,2016-03-07,03/07/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
CTSH,Cognizant Technology Solutions Corporation,2016-03-11,03/11/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
SYF,Synchrony Financial,2016-02-24,02/24/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
KEY,KeyCorp.,2016-02-10,02/10/2016,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
FDX,FedEx Corporation,2016-02-29,02/29/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FDX,FedEx Corporation,2016-02-29,02/29/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ADP,"Automatic Data Processing, Inc.",2016-02-09,02/09/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GM,General Motors Company,2016-02-26,02/26/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2016-02-25,02/25/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MA,MasterCard Incorporated,2016-02-25,02/25/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AXP,American Express Company,2016-02-25,02/25/2016,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2016-02-25,02/25/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-23,02/23/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-02-22,02/22/2016,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
GE,General Electric Company,2016-02-19,02/19/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-02-19,02/19/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SYY,Sysco Corporation,2016-02-17,02/17/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MOS,The Mosaic Company,2016-02-17,02/17/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2016-02-17,02/17/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2016-02-17,02/17/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CHRW,CH Robinson Worldwide Inc.,2016-02-16,02/16/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-16,02/16/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-16,02/16/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-12,02/12/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-12,02/12/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-12,02/12/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-02-12,02/12/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-11,02/11/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-02-11,02/11/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-11,02/11/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-11,02/11/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-10,02/10/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-10,02/10/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-02-10,02/10/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2016-02-09,02/09/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-09,02/09/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMB,"Williams Companies, Inc.",2016-02-08,02/08/2016,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMB,"Williams Companies, Inc.",2016-02-08,02/08/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ORCL,Oracle Corporation,2016-02-05,02/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FOXA,"Twenty-First Century Fox, Inc.",2016-02-05,02/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-02-05,02/05/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-03,02/03/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-02-03,02/03/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-02-02,02/02/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-02-01,02/01/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-02-01,02/01/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2016-02-09,02/09/2016,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SLB,Schlumberger Limited,2016-02-09,02/09/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CAT,Caterpillar Inc.,2016-01-20,01/20/2016,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2016-02-12,02/12/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp;amp; Co.,2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CB,Chubb Limited,2016-01-19,01/19/2016,EXCHANGE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NUE,Nucor Corporation,2016-01-26,01/26/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2016-01-25,01/25/2016,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NKE,"NIKE, Inc.",2016-01-21,01/21/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CB,Chubb Limited,2016-01-21,01/21/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,Merck &amp;amp; Co. Inc.,2016-01-28,01/28/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2016-01-28,01/28/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
MCD,McDonald&amp;apos;s Corp.,2016-02-03,02/03/2016,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GILD,Gilead Sciences Inc.,2016-01-28,01/28/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PFE,Pfizer Inc.,2016-01-29,01/29/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2016-01-29,01/29/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-28,01/28/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-01-28,01/28/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-28,01/28/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-27,01/27/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-01-27,01/27/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2016-01-27,01/27/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-01-27,01/27/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-01-27,01/27/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-27,01/27/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2016-01-27,01/27/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-01-27,01/27/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-25,01/25/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2016-01-22,01/22/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-22,01/22/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-21,01/21/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-21,01/21/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PG,The Procter &amp;amp; Gamble Company,2016-01-20,01/20/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MO,Altria Group Inc.,2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMB,"Williams Companies, Inc.",2016-01-20,01/20/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NKE,"NIKE, Inc.",2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KHC,The Kraft Heinz Company,2016-01-20,01/20/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PFE,Pfizer Inc.,2016-01-20,01/20/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-14,01/14/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-14,01/14/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2016-01-13,01/13/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-13,01/13/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2016-01-13,01/13/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-13,01/13/2016,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2016-01-20,01/20/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LRCX,Lam Research Corporation,2015-12-22,12/22/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LMT,Lockheed Martin Corporation,2016-01-06,01/06/2016,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2016-01-06,01/06/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GILD,Gilead Sciences Inc.,2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2016-01-06,01/06/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LRCX,Lam Research Corporation,2015-12-22,12/22/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,Wal-Mart Stores Inc.,2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
VZ,Verizon Communications Inc.,2016-01-06,01/06/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,Merck &amp;amp; Co. Inc.,2016-01-14,01/14/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KMI,"Kinder Morgan, Inc.",2015-12-16,12/16/2015,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
INTC,Intel Corporation (NASDAQ),2016-01-05,01/05/2016,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CMI,Cummins Inc. (NYSE),2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc. (NASDAQ),2016-01-05,01/05/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVX,Chevron Corporation (NYSE),2015-08-07,08/07/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
IVZ,Invesco Ltd. (NYSE),2015-09-10,09/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ABBV,AbbVie Inc. (NYSE),2015-09-10,09/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,"AT&amp;T, Inc. (NYSE)",2015-09-10,09/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc. (NYSE),2015-09-16,09/16/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
UNP,Union Pacific Corporation (NYSE),2015-09-16,09/16/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company (NYSE),2015-09-16,09/16/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated (NASDAQ),2015-09-15,09/15/2015,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation (NYSE),2015-09-15,09/15/2015,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
PG,The Procter &amp; Gamble Company (NYSE),2015-08-28,08/28/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CSX,CSX Corp. (NYSE),2015-08-28,08/28/2015,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BIIB,Biogen Inc. (NASDAQ),2015-08-28,08/28/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc. (NASDAQ),2015-08-21,08/21/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
COF,Capital One Financial Corporation (NYSE),2015-08-27,08/27/2015,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
AAPL,Apple Inc. (NASDAQ),2015-08-24,08/24/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
A,Agilent Technologies Inc. (NYSE),2015-08-24,08/24/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
EMR,Emerson Electric Co. (NYSE),2015-08-24,08/24/2015,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MRK,Merck &amp; Co. Inc. (NYSE),2015-08-12,08/12/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
JCI,Johnson Controls Inc. (NYSE),2015-08-13,08/13/2015,PURCHASE,"$100,001 - $250,000",Senator,100001,250000,175000.5
RL,Ralph Lauren Corporation (NYSE),2015-08-13,08/13/2015,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
TAP,Molson Coors Brewing Company (NYSE),2015-08-13,08/13/2015,PURCHASE,"$100,001 - $250,000",Senator,100001,250000,175000.5
GLW,Corning Inc. (NYSE),2015-09-02,09/02/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Inc. (NYSE),2015-09-01,09/01/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DVN,Devon Energy Corporation (NYSE),2015-08-31,08/31/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-28,08/28/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Inc. (NYSE),2015-08-28,08/28/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-27,08/27/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-27,08/27/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DVN,Devon Energy Corporation (NYSE),2015-08-27,08/27/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Inc. (NYSE),2015-08-27,08/27/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-26,08/26/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PG,The Procter &amp; Gamble Company (NYSE),2015-08-25,08/25/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
BAX,Baxter International Inc. (NYSE),2015-08-25,08/25/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DE,Deere &amp; Company (NYSE),2015-08-25,08/25/2015,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated (NASDAQ),2015-08-24,08/24/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
IP,International Paper Company (NYSE),2015-08-24,08/24/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PSX,Phillips 66 (NYSE),2015-08-24,08/24/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KMI,"Kinder Morgan, Inc. (NYSE)",2015-08-24,08/24/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
SBUX,Starbucks Corporation (NASDAQ),2015-08-24,08/24/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
BAX,Baxter International Inc. (NYSE),2015-08-24,08/24/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-21,08/21/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-21,08/21/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-20,08/20/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DE,Deere &amp; Company (NYSE),2015-08-20,08/20/2015,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-19,08/19/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LNT,Alliant Energy Corporation (NYSE),2015-08-17,08/17/2015,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
LNT,Alliant Energy Corporation (NYSE),2015-08-14,08/14/2015,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
LNT,Alliant Energy Corporation (NYSE),2015-08-13,08/13/2015,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
LNT,Alliant Energy Corporation (NYSE),2015-08-12,08/12/2015,SALE (PARTIAL),"$250,001 - $500,000",Senator,250001,500000,375000.5
BAX,Baxter International Inc. (NYSE),2015-08-12,08/12/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-10,08/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
XOM,Exxon Mobil Corporation (NYSE),2015-08-07,08/07/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",2015-08-06,08/06/2015,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
BAX,Baxter International Inc. (NYSE),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CLX,The Clorox Company (NYSE),2015-08-03,08/03/2015,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LNT,Alliant Energy Corporation (NYSE),2015-07-31,07/31/2015,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
LNT,Alliant Energy Corporation (NYSE),2015-07-30,07/30/2015,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
DE,Deere &amp; Company (NYSE),2015-07-30,07/30/2015,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DVN,Devon Energy Corporation (NYSE),2015-07-29,07/29/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc. (NYSE),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated (NASDAQ),2015-08-04,08/04/2015,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
AEE,Ameren Corporation (NYSE),2015-08-25,08/25/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company (NYSE),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BIIB,Biogen Inc. (NASDAQ),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
KO,The Coca-Cola Company (NYSE),2015-08-10,08/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BIIB,Biogen Inc. (NASDAQ),2015-08-10,08/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BIIB,Biogen Inc. (NASDAQ),2015-08-10,08/10/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BIIB,Biogen Inc. (NASDAQ),2015-08-04,08/04/2015,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
