Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount,Stock Price at Trade,Stock Price 90D Later,Market (SPY) 90D Return,Stock 90D Return,Abnormal Alpha Return
NFLX,"Netflix, Inc.",2018-02-05,02/05/2018,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5,25.426000595092773,32.00899887084961,0.01195558732367672,0.258908130326535,0.24695254300285827
AAPL,Apple Inc.,2018-02-05,02/05/2018,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,36.580718994140625,43.1468620300293,0.01195558732367672,0.1794973750226291,0.1675417876989524
NVDA,NVIDIA Corporation,2018-02-05,02/05/2018,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,5.276871204376221,5.906752586364746,0.01195558732367672,0.11936644985122083,0.10741086252754412
NVDA,NVIDIA Corporation,2017-12-07,12/07/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,4.74078893661499,5.975442409515381,0.03826354927968853,0.26043206930489415,0.22216852002520562
NVDA,NVIDIA Corporation,2017-12-01,12/01/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,4.88129186630249,5.737502574920654,0.01742570806698916,0.1754065792559812,0.15798087118899204
NVDA,NVIDIA Corporation,2017-11-30,11/30/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,4.956112384796143,5.979395389556885,0.030295195671510313,0.20646888635937025,0.17617369068785993
AAPL,Apple Inc.,2017-11-08,11/08/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,41.049869537353516,38.109474182128906,0.043980055158120285,-0.07162983435425985,-0.11560988951238013
NFLX,"Netflix, Inc.",2017-11-08,11/08/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,19.643999099731445,26.57200050354004,0.043980055158120285,0.352677750015948,0.3086976948578277
NFLX,"Netflix, Inc.",2017-11-07,11/07/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,19.589000701904297,25.426000595092773,0.02555008634254674,0.29797333626217326,0.2724232499196265
NVDA,NVIDIA Corporation,2017-09-28,09/28/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,4.335037708282471,4.868697643280029,0.07324295713957742,0.12310387380897618,0.049860916669398764
